4873,TNT Airways,Belgium,N,TAY
18896,3 Valleys Airlines,France,N,VA3
2246,Euromanx Airways,Austria,N,EMX
19541,Malawian Airlines,Malawi,Y,\N
20580,Aguilar Connect,Chile,N,GUI
263,Air Kiribati,Kiribati,Y,AKL
20565,Boutique Air (Priv),United States,Y,BTQ
411,Aires, S.A.,Y,ARE
442,Air Sinai,Egypt,Y,ASD
830,Air City,Germany,N,ECE
66,Advance Leasing Company,United States,N,
2524,Gazpromavia,Russia,Y,GZP
8463,United Airways,Bangladesh,Y,UBD
29,Askari Aviation,Pakistan,Y,AAS
11873,Euroline,Georgia,Y,MJX
3201,LAN Argentina,Argentina,Y,DSM
341,Air North Charter - Canada,Canada,Y,ANT
17885,Interjet (ABC Aerolineas),Mexico,Y,\N
11805,Business Aviation,Congo (Kinshasa),Y,\N
10758,Safi Airlines,Afghanistan,Y,\N
2674,Hamburg International,Germany,Y,HHI
2346,Finalair Congo,Republic of the Congo,N,FNC
19908,Vuola Italia,Italy,Y,VI4
1401,Belair Airlines,Switzerland,Y,BHP
2548,Germanwings,Germany,Y,GWI
16724,Red Jet Mexico,Mexico,Y,\N
1173,Airbus France,France,N,RBU
15930,Airlink (SAA),South Africa,Y,\N
205,Alpine Air Express,United States,N,AIP
20657,Bassaka airlines,Cambodia,Y,BSX
1581,CAL Cargo Air Lines,Israel,Y,ICL
165,Aerolitoral,Mexico,Y,SLI
2051,DonbassAero,Ukraine,Y,UDC
13218,SGA Airlines,Thailand,Y,\N
767,Arctic Circle Air Service,United States,N,CIR
4496,Skyservice Airlines,Canada,Y,SSV
8576,Fly540,Kenya,Y,FFV
1683,Cebu Pacific,Philippines,Y,CEB
2759,Hi Fly,Portugal,N,HFY
17909,Hi Fly (5K),Portugal,Y,\N
1231,Aerosur,Bolivia,Y,RSU
4436,Sibaviatrans,Russia,Y,SIB
503,Aeroflot-Nord,Russia,Y,AUL
10650,Pal airlines,Chile,Y,\N
18232,BQB Lineas Aereas,Uruguay,Y,\N
1623,Canadian North,Canada,Y,MPE
3335,Lviv Airlines,Ukraine,N,UKW
112,Astraeus,United Kingdom,Y,AEU
5263,United Parcel Service,United States,N,UPS
928,Atlas Air,United States,Y,GTI
1443,Bismillah Airlines,Bangladesh,N,BML
18946,VivaColombia,Colombia,Y,VVC
1876,Consorcio Aviaxsa,Mexico,Y,CHP
5122,TUIfly Nordic,Sweden,Y,BLX
19828,Vuela Cuba,Cuba,Y,6CC
10845,Pelita,Indonesia,Y,\N
2850,IndiGo Airlines,India,Y,IGO
16956,MAT Airways,Macedonia,Y,MKD
565,Air Wales,United Kingdom,Y,AWW
2954,Israir,Israel,Y,ISR
2901,International Business Air,Sweden,N,IBZ
17095,Fly 6ix,Sierra Leone,Y,\N
4781,Skynet Asia Airways,Japan,Y,SNJ
1200,Asian Spirit,Philippines,Y,RIT
3680,Nordic Regional,Sweden,N,NRD
1812,Club Air,Italy,N,ISG
12961,Gryphon Airlines,United States,Y,\N
4751,Slovak Airlines,Slovakia,N,SLL
1340,Alrosa Mirny Air Enterprise,Russia,Y,DRU
5813,Air Mandalay,Burma,Y,\N
1334,Air Ukraine,Ukraine,N,UKR
16585,Air Cargo Germany,Germany,Y,\N
368,Air Vegas,United States,N,VGA
588,Axis Airways,France,N,AXY
3406,Mars RK,Ukraine,N,MRW
20144,Via Conectia Airlines,Uruguay,Y,CZV
4805,Saratov Aviation Division,Russia,Y,SOV
11814,SmartLynx Airlines,Latvia,Y,\N
5254,Ukrainian Cargo Airways,Ukraine,N,UKS
67,Aztec Worldwide Airlines,United States,N,
3168,Krasnojarsky Airlines,Russia,Y,KJC
2994,Jeju Air,Republic of Korea,Y,JJA
563,Aeroline GmbH,Germany,Y,AWU
2354,First Air,Canada,Y,FAB
4388,Star Flyer,Japan,Y,SFJ
16726,Era Alaska,United States,Y,ERR
18944,Insel Air (7I/INC) (Priv),Netherlands Antilles,Y,\N
9531,Tajik Air,Tajikistan,Y,\N
3157,Kogalymavia Air Company,Russia,Y,KGL
4619,Sun D'Or,Israel,Y,ERO
16615,Mongolian International Air Lines ,Mongolia,Y,ZTF
1688,Centavia,Serbia,N,CNA
2508,Galaxy Air,Kyrgyzstan,N,GAL
19813,All Colombia,Colombia,Y,7KK
1500,Metro Batavia,Indonesia,Y,BTV
11731,Pan Am World Airways Dominicana,Dominican Republic,Y,\N
1469,BRA-Transportes Aereos,Brazil,N,BRB
21317,Svyaz Rossiya,Russia,Y,SJM
174,Air Glaciers,Switzerland,Y,AGV
5010,Tobruk Air,Libya,N,TOB
20589,ROYAL BRITAIN,United Kingdom,N,ROB
5397,Wayraper,Peru,Y,
11843,Med Airways,Lebanon,Y,\N
11804,Halcyonair,Cape Verde,Y,\N
180,Atlas Blue,Morocco,Y,BMM
1666,Caribbean Star Airlines,Antigua and Barbuda,N,GFI
17408,BusinessAir,Thailand,Y,BCC
478,Air Transport International,United States,N,ATN
949,Air Horizon,Togo,N,HZT
4612,Shanxi Airlines,China,N,CXI
1109,Astair,Russian Federation,Y,
2288,Expo Aviation,Sri Lanka,N,EXV
4764,Servant Air,United States,N,
1472,Bering Air,United States,Y,BRG
2362,Fischer Air,Czech Republic,N,FFR
11840,STP Airways,Sao Tome and Principe,Y,STP
2704,Heli France,France,Y,HFR
3534,Myway Airlines,Italy,Y,
3027,Jet4You,Morocco,Y,JFU
3160,Komiinteravia,Russia,N,KMV
19812,Voestar,Brazil,Y,K88
2942,Cargo Plus Aviation,United Arab Emirates,Y,CGP
4162,Redhill Aviation,United Kingdom,N,RHC
3432,Maxair,Sweden,Y,MXL
3570,Myanmar Airways International,Myanmar,Y,MMM
1550,Barents AirLink,Sweden,Y,NKF
5411,West Coast Air,Canada,Y,
3856,Pacific Coastal Airline,Canada,Y,PCO
1347,Baker Aviation,United States,N,BAJ
3788,Onur Air,Turkey,Y,OHY
4051,Princess Air,,N,
5559,Maldivian Air Taxi,Maldives,Y,\N
5188,TRIP Linhas A,Brazil,Y,TIB
4430,Scorpio Aviation,,N,
68,Air Tindi,Canadian Territories,Y,
32,Afriqiyah Airways,Libya,Y,AAW
55,Astral Aviation,Kenya,Y,ACP
5473,Wright Air Service,United States,N,WRF
1516,BAX Global,,N,
4059,Private Wings Flugcharter,Germany,N,PWF
1139,Air Burundi,Burundi,N,PBU
1766,China Postal Airlines,China,N,CYZ
3272,Linea Aerea de Servicio Ejecutivo Regional,Venezuela,N,LER
5462,Wizz Air Hungary,Bulgaria,Y,WVL
14725,Air Atlantic,Canada,N,\N
19806,All Africa,South Africa,Y,99F
15999,China SSS,China,Y,\N
3976,Pinnacle Airlines,United States,Y,FLG
18749,Tramm Airlines,Netherlands Antilles,N,TLM
13106,MDLR Airlines,India,Y,\N
4969,Thai Sky Airlines,Thailand,N,TKY
20288,International Europe,Spain,Y,INE
19827,Regionalia Chile,Chile,Y,CR1
1629,Cape Air,United States,Y,KAP
1821,Colgan Air,United States,Y,CJC
19810,Regional Air Iceland,Iceland,Y,N78
3600,National Airways Cameroon,Cameroon,N,
17822,Pelangi ,Malaysia,N,\N
3835,PB Air,Thailand,Y,PBA
3968,Phuket Air,Thailand,N,VAP
4691,SATENA,Colombia,Y,NSE
4607,Spring Airlines,China,Y,CQH
5064,Transwest Air,Canada,Y,ABS
1073,Air Moldova,Moldova,Y,MLD
20004,Volotea Costa Rica,Costa Rica,Y,VC9
3000,Jet Airways,India,Y,JAI
2956,Itali Airlines,Italy,N,ACL
19815,Regionalia Venezuela,Venezuela,Y,9XX
6222,Air Kazakhstan,Kazakhstan,Y,KZK
11767,Polar Airlines,Russia,Y,\N
16273,KMV,Russia,Y,\N
20608,Ð�Ñ�Ñ€Ð¾Ñ�ÐµÑ€Ð²Ð¸Ñ�,Russia,Y,\N
10226,Atifly,United States,Y,A1F
1780,Cielos Airlines,Peru,N,CIU
19804,All America,United States,Y,AL2
96,Aegean Airlines,Greece,Y,AEE
4550,Southern Winds Airlines,Argentina,Y,SWD
1203,Airlinair,France,Y,RLA
1040,Air Alps Aviation,Austria,N,LPV
17989,Air Alps Aviation (A6),Austria,Y,\N
1087,Air Plus Comet,Spain,Y,MPD
1392,Benin Golf Air,Benin,N,BGL
2538,Georgian Airways,Georgia,Y,TGZ
24,American Airlines,United States,Y,AAL
214,Air Berlin,Germany,Y,BER
330,Air Canada,Canada,Y,ACA
1156,Air Paradise International,Indonesia,N,PRZ
13983,Azul,Brazil,Y,AZU
3392,Mandarin Airlines,Taiwan,Y,MDA
137,Air France,France,Y,AFR
216,Air Contractors,Ireland,N,ABR
20978,All America US,United States,Y,SSA
794,Air Algerie,Algeria,Y,DAH
218,Air India Limited,India,Y,AIC
1116,Aero Contractors,Nigeria,Y,NIG
576,AirAsia,Malaysia,Y,AXM
4589,Skywalk Airlines,United States,Y,SYX
5106,Transaviaexport,Belarus,N,TXC
321,AeroMÃ©xico,Mexico,Y,AMX
13,Ansett Australia,Australia,Y,AAA
514,Australian Airlines,Australia,N,AUZ
13254,Avianova (Russia),Russia,Y,\N
199,Airbus Industrie,France,N,AIB
240,Air One,Italy,Y,ADH
22,Aloha Airlines,United States,Y,AAH
412,Aerolineas Argentinas,Argentina,Y,ARG
439,Alaska Airlines,ALASKA,Y,ASA
4248,Royal Air Maroc,Morocco,Y,RAM
510,Austral Lineas Aereas,Argentina,Y,AUT
515,Avianca - Aerovias Nacionales de Colombia,AVIANCA,Y,AVA
1588,CHC Airways,Netherlands,N,SCH
2035,Dirgantara Air Service,Indonesia,N,DIR
16960,Asian Wings Airways,Burma,Y,AWM
5160,Trans States Airlines,United States,Y,LOF
2350,Finnair,Finland,Y,FIN
596,Alitalia,Italy,Y,AZA
17841,Aws express,United States,Y,666
9825,Baltic Air lines,Latvia,Y,BA1
1478,Belavia Belarusian Airlines,Belarus,Y,BRU
1436,Bellview Airlines,Nigeria,Y,BLV
1364,BACH Flugbetriebsges,Austria,N,BCF
1419,Bankair,United States,N,BKA
2425,Flyglobespan,United Kingdom,Y,GSM
2395,Flightline,United Kingdom,Y,FLT
3029,JetBlue Airways,United States,Y,JBU
9082,Uni Air,Taiwan,Y,UIA
2213,Eritrean Airlines,Eritrea,Y,ERT
543,Air Bangladesh,Bangladesh,Y,BGD
1355,British Airways,United Kingdom,Y,BAW
4335,Seaborne Airlines,United States,Y,SBS
4740,Skymark Airlines,Japan,Y,SKY
1437,bmi,United Kingdom,Y,BMA
2421,Flybe,United Kingdom,Y,BEE
1230,Aero-Service,Republic of the Congo,Y,RSR
1360,Bluebird Cargo,Iceland,N,BBD
1359,Biman Bangladesh Airlines,Bangladesh,Y,BBC
2692,Hawkair,Canada,Y,
4255,Royal Brunei Airlines,Brunei,Y,RBA
3740,Nouvel Air Tunisie,Tunisia,Y,LBT
4026,Potomac Air,United States,Y,PDC
3850,Jetstar Pacific,Vietnam,Y,PIC
312,Air Sicilia,Italy,Y,
1521,Bayu Indonesia Air,Indonesia,N,BYE
1481,Braniff International Airways,United States,N,BNF
2443,Forward Air International Airlines,United States,N,
2782,Horizon Airlines,Australia,Y,HZA
1462,Bouraq Indonesia Airlines,Indonesia,N,BOU
683,Air Botswana,Botswana,Y,BOT
1221,Aeromar,Dominican Republic,N,ROM
13732,Buquebus LÃ­neas AÃ©reas,Uruguay,Y,BQB
2091,EVA Air,Taiwan,Y,EVA
1411,British International Helicopters,United Kingdom,Y,BIH
333,Air Baltic,Latvia,Y,BTI
6183,Braathens,Norway,N,BRA
10118,Blue Sky America,United States,N,BKY
16508,Baikotovitchestrian Airlines ,American Samoa,Y,BUU
1463,Blue Panorama Airlines,Italy,Y,BPA
1663,Caribbean Airlines,Trinidad and Tobago,Y,BWA
1813,Coast Air,Norway,N,CST
5982,Air Busan,Republic of Korea,Y,ABL
5013,Thomsonfly,United Kingdom,Y,TOM
1370,Blue Dart Aviation,India,N,BDA
3131,Keystone Air Services,Canada,N,KEE
13838,Aero Brazil,Brazil,N,BZL
15975,Black Stallion Airways,United States,Y,BSA
1708,Centralwings,Poland,Y,CLW
10673,CanXpress,Canada,Y,CA1
10683,CanXplorer,Canada,Y,CAP
1879,Contact Air,Germany,Y,KIS
2805,ICAR Airlines,Ukraine,N,
12997,QatXpress,Qatar,Y,QAX
5522,Zimex Aviation,Switzerland,N,IMX
14094,LionXpress,Cameroon,Y,LIX
1843,CommutAir,United States,Y,UCA
1613,CanJet,Canada,N,CJA
4198,Rico Linhas A,Brazil,N,RLE
17571,Sky Wing Pacific,South Korea,Y,CR7
1750,Chicago Express,United States,N,WDY
18228,Chicago Express (C8),United States,N,\N
1784,Cirrus Airlines,Germany,Y,RUS
751,Air China,China,Y,CCA
10334,Suckling Airways,United Kingdom,N,\N
16151,CCML Airlines,Colombia,Y,CCC
221,Air Atlanta Icelandic,Iceland,Y,ABD
3363,Macair Airlines,Australia,Y,MCK
1026,Alliance Air,India,N,LLR
13105,Air India Regional,India,Y,\N
3613,Nationwide Airlines,South Africa,Y,NTW
1789,City Airline,Sweden,Y,SDR
1308,Airlines PNG,Papua New Guinea,Y,TOK
1442,Bemidji Airlines,United States,Y,BMJ
1756,China Airlines,Taiwan,Y,CAL
1763,China Northern Airlines,China,N,CBF
1795,BA CityFlyer,United Kingdom,Y,CFE
1757,China Cargo Airlines,China,N,CKK
3322,Lufthansa CityLine,Germany,Y,CLH
1889,Copa Airlines,Panama,Y,CMP
2946,Islands Nationair,Papua New Guinea,N,
5434,Westward Airways,United States,N,WWD
9829,Canadian National Airways,Canada,Y,YCP
1881,Continental Airlines,United States,Y,COA
1883,Continental Express,United States,Y,
1615,Canadian Airlines,Canada,Y,CDN
1860,Compass Airlines,United States,Y,CPZ
4621,Sunshine Express Airlines,Australia,N,EXL
13734,SOCHI AIR,Russia,Y,KOL
3757,OAG,United Kingdom,N,
14728,Air Ops,Sweden,N,\N
1884,Continental Micronesia,United States,Y,CMI
1800,Civil Air Transport,Taiwan,N,CAT
16975,Alitalia Cityliner,Italy,Y,\N
1936,Cubana de AviaciÃ³n,Cuba,Y,CUB
787,Air Chathams,New Zealand,Y,CVA
1656,Cargolux,Luxembourg,N,CLX
788,Air Marshall Islands,Marshall Islands,Y,CWM
1680,Cathay Pacific,Hong Kong SAR of China,Y,CPA
1942,Cyprus Airways,Cyprus,Y,CYP
1767,China Southern Airlines,China,Y,CSN
14620,Domenican Airlines,Dominican Republic,Y,MDO
20270,Severstal Air Company,Russia,Y,\N
1966,Daallo Airlines,Djibouti,Y,DAO
1021,Alidaunia,Italy,N,LID
1993,Dauair,Germany,N,DAU
13905,Skyline nepc,India,N,\N
16738,NEPC Airlines,India,N,\N
2881,Interair South Africa,South Africa,Y,ILN
2028,Dinar,Argentina,N,RDN
2417,AirAsia X,Malaysia,Y,XAX
2041,Djibouti Airlines,Djibouti,Y,DJB
816,Aeroflot-Don,Russia,Y,DNV
919,Air Georgia,Georgia,N,GRG
11839,Dana Air,Nigeria,Y,\N
1523,Brit Air,France,Y,BZH
2585,Golden Air,Sweden,Y,GAO
3674,Nok Air,Thailand,Y,NOK
1868,Condor Flugdienst,Germany,Y,CFG
17780,Michael Airlines,Puerto Rico,Y,MJG
4475,South East Asian Airlines,Philippines,Y,SRQ
2037,Discovery Airways,United States,N,DVA
2848,Independence Air,United States,N,IDE
10128,Dennis Sky,Israel,Y,DSY
2077,dba,Germany,Y,BAG
3854,Pacific Blue,New Zealand,N,PBN
4014,Polynesian Blue,New Zealand,N,PLB
5361,Virgin Blue,Australia,N,VBI
2125,Eastland Air,Australia,Y,ELA
2009,Delta Air Lines,United States,Y,DAL
3366,Maersk,Denmark,Y,
10094,Voronezhskie Airlanes,Russia,N,\N
16811,Alinord,Italy,N,\N
17094,Senegal Airlines,Senegal,Y,SGG
2047,Dominicana de Aviaci,Dominican Republic,Y,DOA
2357,First Choice Airways,United Kingdom,Y,FCA
1814,Coastal Air,United States,Y,
547,Air Mediterranee,France,Y,BIE
6855,EasyJet (DS),Switzerland,Y,\N
5133,TAAG Angola Airlines,Angola,Y,DTA
2751,Hemus Air,Bulgaria,N,HMS
20170,Norwegian Long Haul AS,Norway,Y,NLH
3325,Lufttaxi Fluggesellschaft,Germany,N,LTF
3584,Nantucket Airlines,United States,N,ACK
4840,Scat Air,Kazakhstan,Y,VSV
1332,Aero-Charter Ukraine,Ukraine,N,UCR
19231,Deutsche Luftverkehrsgesellschaft,Germany,N,DLT
20961,Deutsche Luftverkehrsgesellschaft (DLT),Germany,N,DWD
1954,DAT Danish Air Transport,Denmark,Y,DTR
3737,Norwegian Air Shuttle,Norway,Y,NAX
11963,Starline.kz,Kazakhstan,Y,\N
2205,Eos Airlines,United States,N,ESS
16702,Usa Sky Cargo,United States,Y,ES2
3098,Kampuchea Airlines,Cambodia,N,KMP
4206,Rio Grande Air,United States,N,GRN
20047,Eagle Atlantic Airlines,Ghana,Y,\N
2048,Domodedovo Airlines,Russia,Y,DMO
60,Aero Asia International,Pakistan,N,RSO
11823,Elysian Airlines,Cameroon,Y,GIE
4596,Samara Airlines,Russia,N,BRZ
16963,Air Arabia Egypt,Egypt,Y,RBG
1405,Bringer Air Cargo Taxi Aereo,Brazil,N,
18616,Aviaexpresscruise,Russia,N,\N
2217,Estafeta Carga Aerea,Mexico,N,ESF
2253,European Aviation Air Charter,United Kingdom,N,EAF
839,Alpi Eagles,Italy,N,ELG
10902,Alpi Eagles (E8),Italy,N,\N
16675,US Africa Airways,United States,N,\N
20160,City Airways,Thailand,Y,GTA
1530,Boston-Maine Airways,United States,N,CXS
10738,AJT Air International,Russia,N,\N
11806,Compagnie Africaine d\\'Aviation,Congo (Kinshasa),Y,\N
2251,European Air Express,Germany,Y,EAL
1322,Avialeasing Aviation Company,Uzbekistan,Y,TWN
208,Airblue,Pakistan,Y,ABQ
828,Aero Airlines,Estonia,N,EAY
21021,Nordica,Estonia,Y,\N
2324,Far Eastern Air Transport,Taiwan,Y,EFA
2989,Japan Asia Airways,Japan,Y,JAA
266,Air Nippon Network Co. Ltd.,Japan,N,AKX
4381,SAETA,Ecuador,N,SET
11995,Euro Harmony,Portugal,N,EHM
837,Aer Lingus,Ireland,Y,EIN
3644,New England Airlines,United States,Y,NEA
2183,Emirates,United Arab Emirates,Y,UAE
336,Air Nippon,Japan,Y,ANK
93,Aero Benin,Benin,Y,AEB
2186,Empire Airlines,United States,N,CFS
807,Air Dolomiti,Italy,Y,DLA
2293,Express One International,United States,Y,LHN
2756,Hewa Bora Airways,Democratic Republic of the Congo,N,ALX
2923,Iran Aseman Airlines,Iran,Y,IRC
4863,TAME,Ecuador,Y,TAE
801,Astar Air Cargo,United States,N,DHL
19831,Fly Europa,Spain,Y,RWW
1963,DHL International,Bahrain,N,DHX
13304,EuropeSky,Germany,Y,EUV
2220,Ethiopian Airlines,Ethiopia,Y,ETH
2193,Empresa Ecuatoriana De Aviacion,Ecuador,Y,EEA
452,Atlantic Southeast Airlines,United States,Y,ASQ
2260,Eurowings,Germany,Y,EWG
1254,Air Santo Domingo,Dominican Republic,N,SDO
20124,Wings of England,United Kingdom,N,"..,"
20881,Europe Jet,France,Y,EU9
2222,Etihad Airways,United Arab Emirates,Y,ETD
2261,Evergreen International Airlines,United States,Y,EIA
4529,Sun Air of Scandinavia,Denmark,N,SUS
16234,Fly Brasil,Brazil,Y,FBL
2409,Fly Air,Turkey,N,FLM
2333,Faso Airways,Burkina Faso,N,FSW
1110,Albarka Air,Nigeria,N,NBK
20261,International Flying Service,Italy,N,\N
1910,Cosmic Air,Nepal,N,COZ
19465,Global Freightways,United States,N,GF5
21012,Fly One,Moldova,Y,FI5
2331,Faroejet,Faroe Islands,N,RCK
2420,Flybaboo,Switzerland,Y,BBO
13242,Air2there,New Zealand,Y,\N
2468,Frontier Airlines,United States,Y,FFT
4392,Safair,South Africa,N,SFR
9833,Epic Holiday,United States,Y,4AA
1548,Bulgaria Air,Bulgaria,Y,LZB
2351,Finncomm Airlines,Finland,Y,WBA
4947,Thai AirAsia,Thailand,Y,AIQ
4044,Primaris Airlines,United States,N,WCP
663,Airshop,Netherlands,N,
5018,Tower Air,United States,N,TOW
20827,Fly France,France,Y,FRF
125,Ariana Afghan Airlines,Afghanistan,Y,AFG
2480,Futura International Airways,Spain,N,FUA
18252,FlyHigh Airlines Ireland (FH),Ireland,Y,FHI
2835,Icelandair,Iceland,Y,ICE
879,Air Pacific,Fiji,Y,FJI
715,Africa West,Togo,Y,WTA
1316,AirTran Airways,United States,Y,TRS
4609,Shanghai Airlines,China,Y,CSH
4177,Regional Airlines,Morocco,Y,
476,Airlines Of Tasmania,Australia,Y,ATM
2454,Freedom Air,United States,Y,FRE
4896,Thomas Cook Airlines,Belgium,Y,TCW
4296,Ryanair,Ireland,Y,RYR
4513,Servicios de Transportes A,Argentina,Y,STU
4469,Siem Reap Airways,Cambodia,Y,SRH
9343,Felix Airways,Yemen,Y,FXX
641,Rossiya-Russian Airlines,Russia,Y,SDM
2826,Ibex Airlines,Japan,Y,IBX
2342,Federal Express,United States,N,FDX
20110,FOX Linhas Aereas,Brazil,Y,FOX
2353,Firefly,Malaysia,Y,FFM
3732,Northwest Regional Airlines,Australia,N,NWR
14485,Fly Dubai,United Arab Emirates,Y,FDB
2556,Ghana International Airlines,Ghana,Y,GHB
2595,Gorkha Airlines,Nepal,N,IKA
16327,Indya Airline Group,India,Y,IG1
719,Avirex,Gabon,N,VXG
1790,City Connexion Airlines,Burundi,Y,CIX
2581,Gol Transportes AÃ©reos,Brazil,Y,GLO
4374,Sky Express,Greece,Y,SEH
35,Allegiant Air,United States,Y,AAY
15837,Huaxia,China,Y,\N
2626,Guine Bissaur Airlines,Guinea-Bissau,N,BSR
11855,Air Volga,Russia,Y,\N
2516,Gandalf Airlines,Italy,N,GNF
2577,GoJet Airlines,United States,Y,GJS
162,Air Service Gabon,Gabon,N,AGB
2200,Enkor JSC,Russia]],N,ENK
2575,Go Air,India,Y,GOW
2634,Gujarat Airways,India,N,GUJ
329,Air Arabia,United Arab Emirates,Y,ABY
2520,Garuda Indonesia,Indonesia,Y,GIA
49,Airborne Express,United States,N,ABX
50,ABX Air,United States,N,ABX
13306,BRAZIL AIR,Brazil,Y,BZE
2513,Gambia International Airlines,Gambia,N,GNR
